Date,000001.SS,^BVSP,^FTSE,^GSPC,^GSPTSE,^HSI,^IBEX,^N225,^STOXX50E
2007-05-15,3899.177978515625,50518.0,6568.7001953125,1501.18994140625,13934.599609375,20868.150390625,14824.185546875,17512.98046875,4441.02978515625
2007-05-16,3986.04296875,51738.0,6559.5,1514.1400146484375,14025.0,20937.259765625,14918.78515625,17529.0,4422.6201171875
2007-05-18,4030.258056640625,52078.0,6640.89990234375,1522.75,14105.2998046875,20904.83984375,15068.384765625,17399.580078125,4480.81005859375
2007-05-22,4110.37890625,52208.0,6606.60009765625,1524.1199951171875,14112.2001953125,20843.919921875,15070.884765625,17680.05078125,4469.8798828125
2007-05-23,4173.708984375,51813.0,6616.39990234375,1522.280029296875,14142.5,20798.970703125,15223.884765625,17705.119140625,4499.68994140625
2007-05-25,4179.77587890625,51618.0,6570.60009765625,1515.72998046875,14024.099609375,20520.66015625,15053.1845703125,17481.2109375,4463.52001953125
2007-05-29,4334.923828125,51713.0,6606.5,1518.1099853515625,13962.7001953125,20469.58984375,15188.583984375,17672.560546875,4474.81005859375
2007-05-30,4053.087890625,52528.0,6602.10009765625,1530.22998046875,14081.7001953125,20293.759765625,15137.2841796875,17588.259765625,4468.72021484375
2007-05-31,4109.65380859375,52268.0,6621.5,1530.6199951171875,14056.7998046875,20634.470703125,15329.384765625,17875.75,4512.64990234375
2007-06-01,4000.741943359375,53423.0,6676.7001953125,1536.3399658203125,14119.400390625,20602.869140625,15501.484375,17958.880859375,4556.97021484375
2007-06-04,3670.40087890625,53243.0,6664.10009765625,1539.1800537109375,14146.7001953125,20729.58984375,15414.2841796875,17973.419921875,4537.81005859375
2007-06-05,3767.10107421875,53162.0,6632.7998046875,1530.949951171875,14141.7001953125,20842.150390625,15314.884765625,18053.810546875,4513.18017578125
2007-06-06,3776.31689453125,52049.0,6522.7001953125,1517.3800048828125,13941.599609375,20818.609375,14928.78515625,18040.9296875,4437.2900390625
